,song_title,artists,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
164,Desperado - 2013 Remaster,Eagles,2TjnCxxQRYn56Ye8gkUKiW,0.228,0.224,7,-12.749,1,0.0311,0.946,0.000222,0.273,0.18,60.3
165,DEUTSCHLAND,Rammstein,2bPGTMB5sFfFYQ2YvSmup0,0.521,0.895,7,-5.242,1,0.0442,5.54e-05,0.349,0.0985,0.237,120.117
166,Zeg Me Dat Het Niet Zo Is,Frank Boeijen,5SO1xQrOt9JfiLsNmp2Ha8,0.349,0.134,0,-14.075,0,0.0367,0.851,1.24e-05,0.168,0.288,70.436
167,Sterrenstof,De Jeugd Van Tegenwoordig,7D5vAulNfrQV6xEwzgH0OF,0.714,0.79,5,-3.757,0,0.109,0.317,1.27e-05,0.198,0.904,97.012
168,Perfect,Ed Sheeran,0tgVpDi06FyKpA1z0VMD4v,0.599,0.448,8,-6.312,1,0.0232,0.163,0.0,0.106,0.168,95.05
169,One,Mary J. Blige,3Lk7RWStfLaHG7lXsuS87j,0.344,0.874,0,-3.161,1,0.0777,0.0841,0.0,0.129,0.269,185.888
170,Is Dit Nu Later - Live,Stef Bos,5VyCCtvZhg3JYhrl9Eqi0T,0.406,0.509,11,-8.536,0,0.0376,0.521,1.21e-05,0.69,0.384,134.019
171,Somewhere Only We Know,Keane,1SKPmfSYaPsETbRHaiA18G,0.448,0.665,9,-4.203,1,0.026,0.06,2.55e-05,0.0828,0.304,172.004
172,Smoke on the Water,Deep Purple,0XHWClSz0v6RIaRSGqJH3X,0.616,0.612,0,-11.084,1,0.0275,0.169,0.434,0.101,0.897,114.558
173,Dochters,Marco Borsato,2y3lznWjrmXHD8rXEcfEhT,0.644,0.523,7,-9.787,1,0.0304,0.568,0.0,0.111,0.358,127.941
174,Earth Song,Michael Jackson,4GCGH6TJ69neckwITeBFXK,0.501,0.439,3,-7.521,0,0.0313,0.482,0.000117,0.087,0.145,138.377
175,Whole Lotta Love - 1990 Remaster,Led Zeppelin,0hCB0YR03f6AmQaHbwWDe8,0.412,0.902,9,-11.6,1,0.405,0.0484,0.131,0.405,0.422,89.74
176,Everybody Hurts,R.E.M.,6PypGyiu0Y2lCDBN1XZEnP,0.467,0.324,2,-10.451,1,0.0255,0.615,0.0248,0.118,0.166,94.301
177,Sweet Caroline,Neil Diamond,62AuGbAkt8Ox2IrFFb8GKV,0.529,0.127,11,-16.066,1,0.0274,0.611,0.000109,0.237,0.578,63.05
178,Careless Whisper,George Michael,4jDmJ51x1o9NZB5Nxxc7gY,0.574,0.629,2,-8.815,0,0.0363,0.128,0.0,0.271,0.786,153.119
179,Impossible (Orchestral Version) [Live at Abbey Road],Nothing But Thieves,2KVMuEgVOyOkxxx0xEFNMS,0.383,0.647,5,-6.186,1,0.0365,0.0593,5.31e-06,0.0987,0.112,82.963
180,Love You More,Racoon,64SLdE6sV5g4uQIbVIuRCq,0.404,0.213,1,-10.963,1,0.0336,0.765,0.0,0.108,0.285,170.314
181,Lightning Crashes,Live,5vVmnv4EN3X2VBa5Fo3UFM,0.391,0.427,11,-9.271,1,0.0438,0.263,8.62e-06,0.174,0.45,93.192
182,Zing - Vecht - Huil - Bid - Lach - Werk En Bewonder,Ramses Shaffy,4WCySsw36GzONhLAaBtn2g,0.525,0.324,9,-16.863,1,0.0841,0.525,1.23e-06,0.968,0.461,129.673
183,Always Remember Us This Way,Lady Gaga,2rbDhOo9Fh61Bbu23T2qCk,0.553,0.502,0,-5.972,1,0.0409,0.299,0.0,0.764,0.296,129.976
184,Three Little Birds,Bob Marley & The Wailers,6A9mKXlFRPMPem6ygQSt7z,0.814,0.482,9,-10.493,1,0.0588,0.0111,1.57e-06,0.0476,0.615,148.404
185,Pokémon Theme-New Studio Recording,Jason Paige,54tuLDw8aD1aYZJhjpNJgp,0.568,0.909,7,-4.806,0,0.0473,0.0325,0.0,0.139,0.397,144.973
186,The Unforgettable Fire,U2,1gl3GmTDG7CO1JI8ILtGcu,0.421,0.756,10,-8.127,1,0.0317,0.0012,0.0412,0.0698,0.198,136.314
187,Deurdonderen,Normaal,6U7rlAukeYVphgDWLc1yk6,0.457,0.792,4,-10.426,1,0.0837,0.013,0.0317,0.106,0.86,174.973
188,Kayleigh,Marillion,1Dsd1Nu06UbNmelEhPxKgB,0.562,0.671,2,-7.21,1,0.0269,0.0188,0.00378,0.0947,0.595,106.002
189,Barcelona,Freddie Mercury,3BdId1EhcMX7yAzwzQJLAD,0.176,0.455,3,-8.6,1,0.0358,0.737,0.000524,0.0926,0.129,170.217
190,Thriller,Michael Jackson,7azo4rpSUh8nXgtonC6Pkq,0.764,0.887,11,-3.726,1,0.0744,0.0816,0.00011,0.847,0.72,118.427
191,Atemlos durch die Nacht,Helene Fischer,1cSXzDZt8vzuUp2XREQEJN,0.798,0.74,11,-4.865,1,0.0458,0.0419,1.84e-06,0.157,0.834,128.054
192,De boer is de keerl,Normaal,02gpJbYl5GhAlYDtLJmls5,0.519,0.4,0,-13.266,1,0.0294,0.212,0.0,0.0757,0.634,84.66
193,Sonne,Rammstein,3gVhsZtseYtY1fMuyYq06F,0.51,0.917,4,-4.806,0,0.0854,0.0054,0.000133,0.396,0.313,75.098
194,Jeremy,Pearl Jam,62nQ8UZVqR2RMvkJHkcO2o,0.285,0.846,2,-6.472,1,0.0438,0.0404,0.0,0.182,0.287,108.808
195,Fortunate Son,Creedence Clearwater Revival,4BP3uh0hFLFRb5cjsgLqDh,0.64,0.663,0,-7.516,1,0.0374,0.201,0.00806,0.152,0.663,132.77
196,Voor Haar,Frans Halsema,5qKdMteVok1Rog4vIKz75q,0.344,0.22,3,-16.309,1,0.0323,0.849,0.0696,0.165,0.332,83.39
197,The Rose,Bette Midler,562JrM9b7jiu8LgzV62x3o,0.347,0.228,0,-9.667,1,0.0296,0.901,0.0,0.38,0.184,133.574
198,Knockin' On Heaven's Door,Guns N' Roses,4JiEyzf0Md7KEFFGWDDdCr,0.496,0.739,6,-7.193,1,0.0415,0.0211,0.00444,0.106,0.378,132.41
199,I Put A Spell On You,Creedence Clearwater Revival,4SDywo3ykB2PEthjXvo1UP,0.391,0.732,4,-8.188,0,0.0295,0.00471,0.121,0.0979,0.622,100.354
200,Ace of Spades,Motörhead,6EPRKhUOdiFSQwGBRBbvsZ,0.329,0.974,3,-8.77,0,0.135,0.000852,0.000118,0.0904,0.234,140.862
201,Kronenburg Park,Frank Boeijen Groep,5l0mUA4hwewx7cj8KzBGGE,0.499,0.546,7,-12.549,0,0.0341,0.445,0.0,0.102,0.448,90.251
202,Treur Niet (Ode Aan Het Leven),Diggy Dex,11iIeclbEWUhkmLArE9Hr0,0.684,0.717,6,-8.561,0,0.0638,0.202,0.0,0.127,0.571,97.993
203,Beautiful Day,U2,0gzqZ9d1jIKo9psEIthwXe,0.536,0.928,11,-6.492,0,0.0589,0.0154,0.00134,0.2,0.389,136.258
204,She,Charles Aznavour,4OkZCr4yjDxr0ooim0Atb6,0.404,0.387,1,-9.701,1,0.0305,0.23,0.0,0.175,0.35,130.139
205,Englishman In New York,Sting,4KFM3A5QF2IMcc6nHsu3Wp,0.674,0.347,9,-17.707,1,0.0364,0.396,1.05e-05,0.0916,0.647,102.013
206,Fear of the Dark - 2015 Remaster,Iron Maiden,6p8eFfPw3nQkf37aT3AkmK,0.308,0.866,2,-5.671,0,0.059,0.000739,0.00141,0.232,0.227,109.825
207,Arcade,Duncan Laurence,1Xi84slp6FryDSCbzq4UCD,0.45,0.329,9,-12.603,0,0.0441,0.818,0.00109,0.135,0.266,71.884
208,Rolling in the Deep,Adele,4OSBTYWVwsQhGLF9NHvIbR,0.73,0.769,8,-5.114,1,0.0298,0.138,0.0,0.0473,0.507,104.948
209,Sign of the Times,Harry Styles,5Ohxk2dO5COHF1krpoPigN,0.516,0.595,5,-4.63,1,0.0313,0.0275,0.0,0.109,0.222,119.972
210,Street Spirit (Fade Out),Radiohead,2QwObYJWyJTiozvs0RI7CF,0.488,0.454,4,-11.544,0,0.0304,0.317,0.694,0.179,0.131,138.076
211,Dancing In the Dark,Bruce Springsteen,7FwBtcecmlpc1sLySPXeGE,0.527,0.942,1,-5.64,0,0.0366,0.0115,0.0,0.188,0.495,148.723
212,All Along the Watchtower,Jimi Hendrix,2aoo2jlRnM3A0NyLQqMN2f,0.438,0.805,8,-6.237,1,0.0624,0.00255,5.69e-05,0.0842,0.564,113.253
213,Fast Car,Tracy Chapman,2M9ro2krNb7nr7HSprkEgo,0.711,0.292,4,-15.523,0,0.037,0.313,0.0,0.131,0.194,103.951
214,Bad - Edit,U2,3fOsKEaGwhp9TRgJnrMA2z,0.363,0.717,2,-7.986,1,0.0305,0.0205,0.000637,0.093,0.371,98.434
215,In the Ghetto,Elvis Presley,7KWoeBqSdZHEloYKVxssfG,0.404,0.266,10,-16.688,1,0.0334,0.716,0.133,0.107,0.491,88.916
216,Radio Ga Ga - Remastered 2011,Queen,1nQRg9q9uwALGzouOX5OyQ,0.744,0.502,5,-7.719,1,0.0359,0.183,0.000228,0.189,0.66,112.344
217,We Will Rock You - Remastered 2011,Queen,4pbJqGIASGPr0ZpGpnWkDn,0.692,0.497,2,-7.316,1,0.119,0.676,0.0,0.259,0.475,81.308
218,Everlong,Foo Fighters,5UWwZ5lm5PKu6eKsHAGxOk,0.413,0.881,11,-5.541,0,0.0367,5.99e-05,0.000308,0.0805,0.364,158.066
219,Hurricane,Bob Dylan,1lqMLr9Wj7SM2F9AikGcxN,0.509,0.827,0,-7.715,1,0.079,0.0409,0.0,0.12,0.743,135.601
220,bad guy,Billie Eilish,2Fxmhks0bxGSBdJ92vM42m,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128
221,Chop Suey!,System Of A Down,2DlHlPMa4M17kufBvI2lEN,0.417,0.934,7,-3.908,0,0.119,0.000278,0.0015,0.132,0.287,127.066
222,Wake Me Up,Avicii,0nrRP2bk19rLc0orkWPQk2,0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08
223,Man in the Mirror,Michael Jackson,2u2udGmop1z67EPpr91km7,0.794,0.798,8,-5.639,1,0.0366,0.429,1.16e-05,0.118,0.265,100.338
224,Pride (In The Name Of Love) - Remastered 2009,U2,65E62rOSbm7SZbAMYjNTJq,0.458,0.843,4,-7.201,1,0.0316,0.00135,0.000296,0.778,0.713,105.701
225,Walk Of Life,Dire Straits,3Ud6fFep5ZlXzRWw6Sm8no,0.462,0.918,4,-8.507,1,0.0959,0.405,0.00033,0.126,0.802,172.427
226,Make You Feel My Love,Adele,273QnyCvJB65rScHJ1nPZb,0.317,0.172,10,-10.636,1,0.0326,0.907,0.000383,0.105,0.0963,65.18
227,Papillon,Editors,7hYiX6LMP8w8d0kEc4KWuW,0.505,0.947,7,-5.157,1,0.0613,2.07e-05,0.00635,0.301,0.629,125.995
228,Formidable,Stromae,2AMysGXOe0zzZJMtH3Nizb,0.513,0.628,4,-9.056,0,0.19,0.0997,0.0,0.146,0.501,70.568
229,Skyfall,Adele,6VObnIkLVruX4UVyxWhlqm,0.346,0.552,0,-6.864,0,0.0282,0.417,0.0,0.114,0.0789,75.881
230,Oude Maasweg,The Amazing Stroopwafels,0rY0wiJbmpy42X0EUtgkd6,0.751,0.259,8,-15.428,1,0.0409,0.698,0.00029,0.123,0.131,89.774
231,"Rocket Man (I Think It's Going To Be A Long, Long Time)",Elton John,3gdewACMIVMEWVbyb8O9sY,0.601,0.532,10,-9.119,1,0.0286,0.432,6.25e-06,0.0925,0.341,136.571
232,Born to Run,Bruce Springsteen,6hTcuIQa0sxrrByu9wTD7s,0.27,0.944,4,-4.199,1,0.0975,0.00501,2.05e-05,0.116,0.606,146.347
233,I'm Gonna Be (500 Miles),The Proclaimers,66S14BkJDxgkYxLl5DCqOz,0.851,0.551,4,-5.177,1,0.0396,0.151,0.0,0.0827,0.807,131.922
234,Iedereen Is Van De Wereld,The Scene,2BiPF7tOVgriZaMCHnSC54,0.454,0.729,4,-6.83,1,0.0417,0.00307,4.59e-05,0.288,0.38,118.051
235,Music,John Miles,5Q2VbOrB93TGahnjBQGoOR,0.251,0.467,4,-7.112,1,0.0305,0.231,0.0358,0.352,0.15,83.347
236,Vincent,Don McLean,0VNzEY1G4GLqcNx5qaaTl6,0.419,0.085,7,-19.387,1,0.0362,0.908,5.33e-06,0.34,0.458,91.509
237,California Dreamin' - Single Version,The Mamas & The Papas,4s6LhHAV5SEsOV0lC2tjvJ,0.552,0.608,1,-9.786,0,0.0345,0.352,0.0,0.0533,0.637,112.367
238,Dream On,Aerosmith,5MxNLUsfh7uzROypsoO5qe,0.307,0.433,1,-10.057,1,0.029,0.388,9.08e-05,0.332,0.224,160.9
239,Bad Moon Rising,Creedence Clearwater Revival,20OFwXhEXf12DzwXmaV7fj,0.508,0.774,2,-5.973,1,0.0321,0.0586,4.87e-06,0.063,0.942,178.946
240,Ring of Fire,Johnny Cash,6YffUZJ2R06kyxyK6onezL,0.659,0.585,7,-8.189,1,0.0288,0.623,0.000213,0.348,0.784,104.111
241,Roxanne,The Police,3EYOJ48Et32uATr9ZmLnAo,0.618,0.748,0,-8.905,1,0.358,0.0384,4.1e-06,0.0473,0.663,134.114
242,Still Got The Blues,Gary Moore,0DnGfA1r8pAssJCuq4ojla,0.189,0.39,9,-14.497,0,0.0353,0.257,0.000152,0.122,0.32,169.563
243,One Day Like This,Elbow,1OZSVl0JJ1MBzibpuhmmXb,0.425,0.651,10,-6.131,1,0.0287,0.105,0.0,0.138,0.366,159.363
244,I'm On Fire,Bruce Springsteen,3PzsbWSQdLCKDLxn7YZfkM,0.62,0.446,1,-14.451,0,0.0347,0.589,0.0299,0.0727,0.868,88.591
245,While My Guitar Gently Weeps - Remastered 2009,The Beatles,389QX9Q1eUOEZ19vtzzI9O,0.453,0.654,4,-8.855,0,0.0317,0.0205,0.00395,0.172,0.702,115.0
246,You Can't Always Get What You Want,The Rolling Stones,6lFZbCc7pn6Lme1NP7qQqQ,0.32,0.62,0,-9.686,1,0.0594,0.64,6.36e-05,0.253,0.472,86.327
247,She Sells Sanctuary,The Cult,3qLZ866ZfaK0B0R5FIqXLG,0.55,0.765,7,-8.684,1,0.0287,4.76e-06,0.873,0.132,0.419,139.46
248,Run to the Hills - 2015 Remaster,Iron Maiden,4Zc7TCHzuNwL0AFBlyLdyr,0.249,0.943,0,-5.188,1,0.0669,0.0286,0.00401,0.162,0.458,173.671
249,Old Man - 2009 Remaster,Neil Young,16XeptMdlJTWWeIrwEAOvv,0.702,0.244,4,-15.286,0,0.0355,0.431,0.00867,0.0963,0.444,141.317
250,Sara,Fleetwood Mac,0q1exbzIDRxqJ6VUKH3seg,0.741,0.388,10,-16.693,1,0.031,0.384,0.0235,0.0933,0.589,126.819
251,Hallelujah,Jeff Buckley,3pRaLNL3b8x5uBOcsgvdqM,0.324,0.136,0,-10.33,1,0.0318,0.931,0.00117,0.176,0.0831,97.256
252,Zij Gelooft In Mij,Andre Hazes,4GrQPpjaZmBf67b9Uh83T8,0.459,0.442,10,-9.145,1,0.0258,0.273,1.76e-05,0.251,0.155,79.971
253,Numb,Linkin Park,2nLtzopw4rPReszdYBJU6h,0.496,0.863,9,-4.153,1,0.0381,0.0046,0.0,0.639,0.243,110.018
254,Oerend Hard,Normaal,3d8KtuxdO6kba5qzRcbqlk,0.664,0.66,9,-10.39,1,0.0989,0.122,0.0,0.075,0.836,126.566
255,Leef,André Hazes Jr.,4lBkLeU6LNgWzfbWPGm1c9,0.673,0.727,9,-6.587,0,0.0401,0.282,0.0,0.178,0.782,121.016
256,Wind Of Change,Scorpions,3ovjw5HZZv43SxTwApooCM,0.452,0.524,0,-10.108,1,0.0351,0.315,0.0,0.103,0.246,151.505
257,I Would Stay,Krezip,3GZFKiGVYv3SBQ6PLf3JgF,0.471,0.256,7,-10.537,1,0.0405,0.82,0.0,0.124,0.266,95.288
258,With A Little Help From My Friends,Joe Cocker,0YZ3J8xzGwLOg4yEgST1YK,0.307,0.43,2,-11.333,1,0.0629,0.288,0.000994,0.0988,0.305,145.224
259,Dust in the Wind,Kansas,6zeE5tKyr8Nu882DQhhSQI,0.475,0.322,7,-10.687,1,0.0283,0.367,0.00056,0.11,0.387,93.503
260,Redemption Song,Bob Marley & The Wailers,26PwuMotZqcczKLHi4Htz3,0.671,0.256,7,-10.743,1,0.0387,0.608,0.0,0.0737,0.694,115.871
261,Als Het Avond Is,Suzan & Freek,3ciQQMSy1lKDqJbwU9l1LT,0.724,0.469,11,-7.216,1,0.0303,0.527,0.0,0.113,0.448,104.98
262,Du,Peter Maffay,6fFshpRdAV1MHSpzXP3Yyk,0.493,0.453,11,-11.99,1,0.0265,0.15,0.00435,0.427,0.461,94.021
263,My Immortal,Evanescence,4UzVcXufOhGUwF56HT7b8M,0.19,0.265,9,-9.206,1,0.0356,0.863,0.0,0.134,0.101,79.012
264,"Take Me Home, Country Roads",John Denver,39q7xibBdRboeMKUbZEB6g,0.255,0.43,9,-12.564,1,0.0322,0.546,1.87e-05,0.188,0.546,164.267
265,Society,Eddie Vedder,3bHhUEOTIbezeZ856R0BX5,0.561,0.327,11,-10.835,0,0.0327,0.902,0.000469,0.111,0.298,161.858
266,November,Rowwen Hèze,1e9EdrGENJHZsICh66Bhng,0.316,0.396,2,-9.388,1,0.0429,0.632,0.0,0.222,0.23,185.633
267,Testament,Boudewijn de Groot,0iqLx1WpZdKT3E2oqLLO3f,0.575,0.32,2,-13.459,1,0.0469,0.537,0.0,0.134,0.647,122.081
268,Boulevard of Broken Dreams,Green Day,1hwJKpe0BPUsq6UUrwBWTw,0.49,0.679,8,-3.68,1,0.0309,0.00394,1.54e-05,0.0383,0.506,167.046
269,Insomnia,Faithless,5z5wYWL1IO6y2yEFBOiGt0,0.785,0.579,7,-10.069,1,0.0356,0.18,0.543,0.168,0.262,127.003
270,Memories,Maroon 5,2b8fOow8UzyDFAE27YhOZM,0.764,0.32,11,-7.209,1,0.0546,0.837,0.0,0.0822,0.575,91.019
271,Against All Odds (Take a Look at Me Now) - 2016 Remaster,Phil Collins,63CHa6rmamv9OsehkRD8oz,0.58,0.498,1,-6.901,1,0.0277,0.198,0.0,0.132,0.111,116.271
272,Rockin' in the Free World,Neil Young,4Y7fEQ4PAzhlLnLviRw2P4,0.491,0.883,4,-4.986,0,0.0306,0.000736,3.19e-05,0.369,0.518,131.75
273,The Unforgiven,Metallica,4aYLAF6ckQ5ooGGGM7sWAa,0.54,0.584,7,-9.579,1,0.0254,0.0108,0.00296,0.253,0.244,139.261
274,Don't Let the Sun Go Down on Me,George Michael,7xGOvQukPKKQVLiJOPSmt0,0.435,0.547,0,-8.092,1,0.0287,0.494,0.0,0.544,0.26,135.453
275,Onderweg,Abel,1EtcyegB7JLkAwwqiPyeJ6,0.621,0.683,9,-6.318,0,0.0241,0.352,0.0,0.0838,0.41,98.137
276,Holiday In Spain,Counting Crows,0WhEz33qBgz9AFT5D0W2gE,0.645,0.32,2,-11.163,1,0.0313,0.664,0.0,0.132,0.277,125.649
277,Livin' On A Prayer,Bon Jovi,37ZJ0p5Jm13JPevGcx4SkF,0.532,0.887,0,-3.757,1,0.0335,0.0778,0.000214,0.294,0.795,122.511
278,Fade To Black - Remastered,Metallica,5nekfiTN45vlxG0eNJQQye,0.256,0.924,7,-6.685,1,0.113,0.00369,0.234,0.114,0.28,113.574
279,Heart of Gold - 2009 Remaster,Neil Young,1Q1b8eVkUPGlpSArl8JAVw,0.541,0.459,4,-10.433,0,0.0297,0.189,0.0274,0.099,0.803,171.165
280,Seven Nation Army,The White Stripes,47wPvRG8FEwbZP22UBgTQr,0.741,0.469,4,-7.627,0,0.0805,0.00601,0.447,0.306,0.313,123.904
281,Hello,Adele,4aebBr4JAihzJQR0CiIZJv,0.47,0.431,5,-6.129,0,0.0342,0.329,0.0,0.0854,0.289,157.98
282,No One Knows,Queens of the Stone Age,6y20BV5L33R8YXM0YuI38N,0.509,0.584,0,-4.907,1,0.057,0.0368,9.96e-05,0.384,0.685,170.411
283,Ruthless Queen,Kayak,14HPLWSrRNhSfxCswERQbw,0.505,0.387,5,-11.782,1,0.031,0.669,8.46e-05,0.114,0.211,123.87
284,Psycho,Muse,383QXk8nb2YrARMUwDdjQS,0.555,0.883,2,-3.426,1,0.0341,0.00114,0.041,0.868,0.507,125.02
285,Leave The Light On,Beth Hart,0PNcOWwHCZskibSCekpKpS,0.562,0.494,9,-6.153,1,0.0267,0.249,6.98e-06,0.134,0.151,142.006
286,Karma Police,Radiohead,3SVAN3BRByDmHOhKyIDxfC,0.36,0.505,7,-9.129,1,0.026,0.0626,9.22e-05,0.172,0.317,74.807
287,Do I Wanna Know?,Arctic Monkeys,5FVd6KXrgO9B3JPmC8OPst,0.548,0.532,5,-7.596,1,0.0323,0.186,0.000263,0.217,0.405,85.03
288,Don't Give Up,Peter Gabriel,2t77hjgJY4sC9DoX5uaVUD,0.671,0.283,3,-14.198,1,0.0508,0.831,0.000818,0.0911,0.331,80.806
289,Jump,Van Halen,6Fba9RZtC6vTY814JToDtP,0.542,0.822,0,-7.201,1,0.0291,0.0745,0.00947,0.0645,0.772,130.011
290,Jesus to a Child,George Michael,2SzCxX6M6vDwdEwnHDiTaY,0.534,0.415,1,-11.781,0,0.0278,0.314,0.000365,0.0847,0.188,173.561
291,Lithium,Nirvana,26D1PRJjD9Jj1JGRk88KVc,0.678,0.656,7,-6.41,1,0.0381,0.00174,0.0,0.0631,0.485,123.207
292,Als Ze Er Niet Is,De Dijk,1IQLFJXaUNVkFI4QzMmrxe,0.377,0.486,0,-11.776,1,0.0617,0.239,0.000712,0.105,0.217,165.893
293,Sad Man's Tongue,Volbeat,6Hr4vhhv2yYqvK96xKY9eI,0.427,0.959,7,-4.375,1,0.0435,3.56e-05,0.000951,0.171,0.564,109.95
294,Twilight Zone,Golden Earring,1miXjv3X34Q9w7wDZoBnDz,0.656,0.756,11,-6.516,0,0.0399,0.00785,3.49e-05,0.0927,0.542,118.56
295,99 Luftballons,Nena,4ZhPLoMzZwewHLLjV1J15c,0.575,0.555,4,-7.495,1,0.0453,0.103,1.3e-06,0.111,0.504,95.361
296,I Was Made For Lovin' You,KISS,07q0QVgO56EorrSGHC48y3,0.768,0.852,4,-6.215,1,0.038,0.214,7.36e-05,0.0723,0.867,128.373
297,Angel Of Death,Slayer,5ohfpKB5tt275f4Y4lQ9F7,0.326,0.995,1,-4.38,1,0.147,9.41e-05,0.386,0.145,0.092,105.459
298,Take on Me,a-ha,2WfaOiMkCvy7F5fcp2zZ8L,0.573,0.902,6,-7.638,0,0.054,0.018,0.00125,0.0928,0.876,84.412
299,Another Love,Tom Odell,3JvKfv6T31zO0ini8iNItO,0.445,0.537,4,-8.532,0,0.04,0.695,1.65e-05,0.0944,0.131,122.769
300,Me and Bobby McGee,Janis Joplin,1IqFh00G2kvvMm8pRMpehA,0.43,0.463,2,-10.96,1,0.0442,0.303,5.84e-05,0.152,0.66,93.405
301,(I Can't Get No) Satisfaction - Mono Version,The Rolling Stones,2PzU4IB8Dr6mxV3lHuaG34,0.723,0.863,2,-7.89,1,0.0338,0.0383,0.0317,0.128,0.931,136.302
302,The Load-Out - 2018 Remaster,Jackson Browne,0Bk7XD1UQoqI0M8cTgmkNf,0.516,0.319,7,-11.709,1,0.0343,0.739,0.000983,0.129,0.305,105.704
303,Stay - 2018 Remaster,Jackson Browne,6l2O4hX0FQHcNmLaHrO5NX,0.603,0.765,7,-8.265,1,0.0275,0.0974,0.296,0.11,0.72,107.068
304,The Man Who Sold The World,Nirvana,15VRO9CQwMpbqUYA7e6Hwg,0.483,0.753,1,-8.937,0,0.0832,0.425,0.000142,0.257,0.42,115.102
305,She's Always a Woman,Billy Joel,5RgFlk1fcClZd0Y4SGYhqH,0.292,0.324,3,-11.996,1,0.0346,0.797,0.000473,0.12,0.384,176.631
306,My Way,Frank Sinatra,3spdoTYpuCpmq19tuD0bOe,0.401,0.381,2,-7.458,1,0.0274,0.7,0.0,0.122,0.229,75.454
307,Sex on Fire,Kings of Leon,0ntQJM78wzOLVeCUAW7Y45,0.542,0.905,9,-5.653,1,0.054,0.00172,0.0104,0.136,0.374,153.398
308,Foto Van Vroeger,Rob De Nijs,1yvfjGSnJkJwFABrGkQptA,0.296,0.29,9,-16.096,1,0.0469,0.667,0.0,0.291,0.135,177.731
309,Empire State Of Mind,JAY-Z,2igwFfvr1OAGX9SKDCPBwO,0.491,0.956,11,-1.538,1,0.392,0.0295,0.0,0.46,0.811,173.585
310,Zo Stil,BLØF,3ZcDSojpxWjRrKGw7GjdvT,0.572,0.694,9,-6.889,1,0.0333,0.0351,1.15e-05,0.111,0.778,169.994
311,Mama - Remastered 2007,Genesis,4q6bSpQPptaC9uIqmu5GEw,0.561,0.774,9,-10.564,1,0.0432,0.294,0.513,0.53,0.648,82.906
312,The Logical Song - Remastered 2010,Supertramp,6mHOcVtsHLMuesJkswc0GZ,0.625,0.758,5,-6.213,0,0.0463,0.512,0.00022,0.153,0.695,119.719
313,Forever Young,Alphaville,4S1VYqwfkLit9mKVY3MXoo,0.489,0.483,9,-9.466,0,0.0275,0.42,0.0028,0.236,0.333,136.822
314,Nothing Compares 2 U,Sinéad O'Connor,3nvuPQTw2zuFAVuLsC9IYQ,0.511,0.574,5,-7.016,1,0.0273,0.0425,2.33e-05,0.105,0.161,119.917
315,Troy,Sinéad O'Connor,6m3kJ6d7Ypd1eoBoGP2qZN,0.315,0.311,10,-9.233,1,0.032,0.482,1.42e-06,0.44,0.184,116.404
316,Kryptonite,3 Doors Down,6ZOBP3NvffbU4SZcrnt1k6,0.545,0.865,11,-5.708,0,0.0286,0.00664,1.1e-05,0.168,0.543,99.009
317,Runnin' with the Devil - 2015 Remaster,Van Halen,3KhF2YiNpJvGpfiCW45R6D,0.472,0.9,8,-6.406,0,0.0582,0.148,0.000297,0.34,0.42,95.826
318,A Day In The Life - Remastered 2009,The Beatles,0hKRSZhUGEhKU6aNSPBACZ,0.364,0.457,4,-14.162,0,0.0675,0.29,0.000106,0.922,0.175,163.219
319,Kashmir - 1990 Remaster,Led Zeppelin,2nVHqZbOGkKWzlcy1aMbE7,0.48,0.536,2,-11.166,1,0.0427,0.488,4.22e-05,0.155,0.581,80.617
320,More Than a Feeling,Boston,1QEEqeFIZktqIpPI4jSVSF,0.377,0.681,7,-8.039,1,0.0298,0.00088,0.0023,0.0504,0.285,108.789
321,Back In Black,AC/DC,08mG3Y1vljYA6bvDt4Wqkj,0.31,0.7,9,-5.678,1,0.047,0.011,0.00965,0.0828,0.763,188.386
322,Laat Me / Vivre - Lange Versie,Alderliefste met Ramses Shaffy en Liesbeth List,2PHOur4OYsDGCv1Zad1A4A,0.658,0.412,1,-9.326,0,0.0301,0.597,2.45e-05,0.156,0.37,80.541
323,Echoes - 2011 Remastered Version,Pink Floyd,1Mzm1CNqVxtwbCYhOo843s,0.285,0.322,6,-16.58,0,0.044,0.366,0.651,0.107,0.142,134.042
324,Every Breath You Take,The Police,1JSTJqkT5qHq8MDJnJbRE1,0.82,0.452,1,-9.796,1,0.0348,0.543,0.00294,0.0714,0.74,117.401
325,Landslide,Fleetwood Mac,5ihS6UUlyQAfmp48eSkxuQ,0.414,0.161,7,-22.32,0,0.0318,0.883,0.000223,0.117,0.423,159.375
326,The Day Before You Came,ABBA,6W26h4KbGUnEaav5VWIyJm,0.801,0.388,0,-14.594,0,0.0354,0.0498,0.00421,0.0525,0.736,108.071
327,Hold the Line,TOTO,4aVuWgvD0X63hcOCnZtNFA,0.473,0.898,6,-4.797,0,0.0561,0.00783,0.0618,0.173,0.808,96.556
